402,07/14/2020,16.48,16.48,203505684.87,12348285.271,0.00,AVEMX,808530208
403,07/14/2020,38.17,38.17,849565071.87,22255375.521,0.00,AVEGX,808530307
404,07/14/2020,11.62,11.62,387942974.73,33375633.223,0.00,AVEFX,808530505
405,07/14/2020,16.84,16.84,782611511.98,46473522.096,0.00,AVEDX,808530604
408,07/14/2020,13.84,13.84,62931662.10,4547291.820,0.00,AVEWX,808530802
409,07/14/2020,10.83,10.83,23467639.12,2166170.390,0.00,AVEAX,808530885
